0, 1
0.000250063, 0.999567
0.000500125, 0.999134
0.000750188, 0.998701
0.00100025, 0.998268
0.00125031, 0.997836
0.00150038, 0.997404
0.00175044, 0.996971
0.0020005, 0.996539
0.00225056, 0.996108
0.00250063, 0.995676
0.00275069, 0.995244
0.00300075, 0.994813
0.00325081, 0.994382
0.00350088, 0.993951
0.00375094, 0.99352
0.004001, 0.99309
0.00425106, 0.992659
0.00450113, 0.992229
0.00475119, 0.991799
0.00500125, 0.991369
0.00525131, 0.990939
0.00550138, 0.990509
0.00575144, 0.99008
0.0060015, 0.989651
0.00625156, 0.989222
0.00650163, 0.988793
0.00675169, 0.988364
0.00700175, 0.987935
0.00725181, 0.987507
0.00750188, 0.987079
0.00775194, 0.98665
0.008002, 0.986223
0.00825206, 0.985795
0.00850213, 0.985367
0.00875219, 0.98494
0.00900225, 0.984513
0.00925231, 0.984085
0.00950238, 0.983658
0.00975244, 0.983232
0.0100025, 0.982805
0.0102526, 0.982379
0.0105026, 0.981952
0.0107527, 0.981526
0.0110028, 0.9811
0.0112528, 0.980675
0.0115029, 0.980249
0.0117529, 0.979824
0.012003, 0.979398
0.0122531, 0.978973
0.0125031, 0.978548
0.0127532, 0.978124
0.0130033, 0.977699
0.0132533, 0.977275
0.0135034, 0.97685
0.0137534, 0.976426
0.0140035, 0.976002
0.0142536, 0.975579
0.0145036, 0.975155
0.0147537, 0.974731
0.0150038, 0.974308
0.0152538, 0.973885
0.0155039, 0.973462
0.0157539, 0.973039
0.016004, 0.972617
0.0162541, 0.972194
0.0165041, 0.971772
0.0167542, 0.97135
0.0170043, 0.970928
0.0172543, 0.970506
0.0175044, 0.970085
0.0177544, 0.969663
0.0180045, 0.969242
0.0182546, 0.968821
0.0185046, 0.9684
0.0187547, 0.967979
0.0190048, 0.967558
0.0192548, 0.967138
0.0195049, 0.966718
0.0197549, 0.966298
0.020005, 0.965878
0.0202551, 0.965458
0.0205051, 0.965038
0.0207552, 0.964619
0.0210053, 0.964199
0.0212553, 0.96378
0.0215054, 0.963361
0.0217554, 0.962942
0.0220055, 0.962524
0.0222556, 0.962105
0.0225056, 0.961687
0.0227557, 0.961269
0.0230058, 0.960851
0.0232558, 0.960433
0.0235059, 0.960015
0.0237559, 0.959598
0.024006, 0.95918
0.0242561, 0.958763
0.0245061, 0.958346
0.0247562, 0.957929
0.0250063, 0.957513
0.0252563, 0.957096
0.0255064, 0.95668
0.0257564, 0.956264
