0, 1
0.000250125, 0.999662
0.00050025, 0.999323
0.000750375, 0.998985
0.0010005, 0.998647
0.00125063, 0.998309
0.00150075, 0.997972
0.00175088, 0.997634
0.002001, 0.997297
0.00225113, 0.99696
0.00250125, 0.996623
0.00275138, 0.996286
0.0030015, 0.99595
0.00325163, 0.995613
0.00350175, 0.995277
0.00375188, 0.994941
0.004002, 0.994605
0.00425213, 0.994269
0.00450225, 0.993934
0.00475238, 0.993598
0.0050025, 0.993263
0.00525263, 0.992928
0.00550275, 0.992593
0.00575288, 0.992258
0.006003, 0.991924
0.00625313, 0.99159
0.00650325, 0.991255
0.00675338, 0.990921
0.0070035, 0.990587
0.00725363, 0.990254
0.00750375, 0.98992
0.00775388, 0.989587
0.008004, 0.989254
0.00825413, 0.98892
0.00850425, 0.988588
0.00875438, 0.988255
0.0090045, 0.987922
0.00925463, 0.98759
0.00950475, 0.987258
0.00975488, 0.986926
0.010005, 0.986594
0.0102551, 0.986262
0.0105053, 0.985931
0.0107554, 0.985599
0.0110055, 0.985268
0.0112556, 0.984937
0.0115058, 0.984606
0.0117559, 0.984276
0.012006, 0.983945
0.0122561, 0.983615
0.0125063, 0.983284
0.0127564, 0.982954
0.0130065, 0.982625
0.0132566, 0.982295
0.0135068, 0.981965
0.0137569, 0.981636
0.014007, 0.981307
0.0142571, 0.980978
0.0145073, 0.980649
0.0147574, 0.98032
0.0150075, 0.979992
0.0152576, 0.979663
0.0155078, 0.979335
0.0157579, 0.979007
0.016008, 0.978679
0.0162581, 0.978352
0.0165083, 0.978024
0.0167584, 0.977697
0.0170085, 0.97737
0.0172586, 0.977043
0.0175088, 0.976716
0.0177589, 0.976389
0.018009, 0.976062
0.0182591, 0.975736
0.0185093, 0.97541
0.0187594, 0.975084
0.0190095, 0.974758
0.0192596, 0.974432
0.0195098, 0.974107
0.0197599, 0.973781
0.02001, 0.973456
0.0202601, 0.973131
0.0205103, 0.972806
0.0207604, 0.972482
0.0210105, 0.972157
0.0212606, 0.971833
0.0215108, 0.971509
0.0217609, 0.971185
0.022011, 0.970861
0.0222611, 0.970537
0.0225113, 0.970213
0.0227614, 0.96989
0.0230115, 0.969567
0.0232616, 0.969244
0.0235118, 0.968921
0.0237619, 0.968598
0.024012, 0.968276
0.0242621, 0.967953
0.0245123, 0.967631
0.0247624, 0.967309
0.0250125, 0.966987
0.0252626, 0.966665
0.0255128, 0.966344
0.0257629, 0.966022
0.026013, 0.965701
0.0262631, 0.96538
0.0265133, 0.965059
0.0267634, 0.964738
0.0270135, 0.964418
0.0272636, 0.964097
0.0275138, 0.963777
0.0277639, 0.963457
0.028014, 0.963137
0.0282641, 0.962817
0.0285143, 0.962498
0.0287644, 0.962178
0.0290145, 0.961859
0.0292646, 0.96154
0.0295148, 0.961221
0.0297649, 0.960902
0.030015, 0.960584
0.0302651, 0.960265
0.0305153, 0.959947
0.0307654, 0.959629
0.0310155, 0.959311
0.0312656, 0.958993
0.0315158, 0.958675
0.0317659, 0.958358
0.032016, 0.958041
0.0322661, 0.957723
0.0325163, 0.957406
0.0327664, 0.95709
0.0330165, 0.956773
0.0332666, 0.956456
0.0335168, 0.95614
0.0337669, 0.955824
0.034017, 0.955508
0.0342671, 0.955192
0.0345173, 0.954876
0.0347674, 0.954561
0.0350175, 0.954246
0.0352676, 0.95393
0.0355178, 0.953615
0.0357679, 0.953301
0.036018, 0.952986
0.0362681, 0.952671
0.0365183, 0.952357
0.0367684, 0.952043
0.0370185, 0.951729
0.0372686, 0.951415
0.0375188, 0.951101
0.0377689, 0.950787
0.038019, 0.950474
0.0382691, 0.950161
0.0385193, 0.949848
0.0387694, 0.949535
0.0390195, 0.949222
0.0392696, 0.948909
0.0395198, 0.948597
0.0397699, 0.948285
0.04002, 0.947973
